Chave,ID_Empresa,ID,Colaborador,Horas_Mes,Horas_Semana,Horas_Dia,Status,Admissao,Demissao,ID_Motivo_Demissao,Venc_Ferias,Nascimento,Sexo,ID_Est_Civil,Matricula,Deficiente,Aposentado,Endereco,Cidade,Estado,Pais,CEP,UF,Latitude,Longitude,Cor,ID_Depto,ID_Cargo,ID_Escolaridade,ID_CC,Salario
1308,1,308,Letícia Castro,200,40,"6,66",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1957-11-22 00:00:00.000,F,C,308,0,0,Rua Marilac 1214,Rio de Janeiro,Rio de Janeiro,BR,21862-240,RJ,"-23,018924","-43,318162",2,18,167,7,2,740.00
1309,1,309,Emily Rocha,200,40,"6,66",I,2010-05-05 00:00:00.000,2011-06-17 00:00:00.000,2,2011-06-17 00:00:00.000,1975-10-07 00:00:00.000,F,D,309,0,0,Rua Iguatemi 1048,Rio de Janeiro,Rio de Janeiro,BR,21920-020,RJ,"-22,991819","-43,415195",2,19,21,7,2,573.00
1310,1,310,Luiza Goncalves,200,40,"6,66",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1968-07-24 00:00:00.000,F,C,310,0,0,Rua Luiz Gonzaga de Souza 1321,Natal,Rio Grande do Norte,BR,59138-619,RN,"-5,859141","-35,301555",2,18,167,7,2,740.00
1311,1,311,Isabela Correia,200,40,"6,66",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1956-08-24 00:00:00.000,F,V,311,0,0,Avenida Ipacaraí 796,Aparecida de Goiânia,Goiás,BR,74973-350,GO,"-16,836844","-49,226849",2,18,167,7,2,740.00
1312,1,312,Bruna Araujo,200,40,"6,66",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1956-09-10 00:00:00.000,F,V,312,0,0,Rua Rose Lacombe 1396,São Paulo,São Paulo,BR,05583-020,SP,"-23,63583","-46,633692",2,18,167,7,2,740.00
1313,1,313,Marisa Rodrigues,200,40,"6,66",I,2010-05-05 00:00:00.000,2011-02-14 00:00:00.000,2,2012-05-04 00:00:00.000,1964-11-18 00:00:00.000,F,C,313,0,0,Rua Caldas da Rainha 1475,Belo Horizonte,Minas Gerais,BR,31255-180,MG,"-19,822678","-43,953541",2,18,21,7,2,573.00
1314,1,314,Luis Fernandes,200,40,"6,66",I,2010-05-05 00:00:00.000,2013-07-17 00:00:00.000,8,2011-05-04 00:00:00.000,1954-12-25 00:00:00.000,M,D,314,0,0,Rua Abrão Baracat 919,Campinas,São Paulo,BR,13050-290,SP,"-22,874809","-47,034554",2,18,167,7,2,740.00
1315,1,315,Luana Cardoso,100,20,"3,33",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1964-11-10 00:00:00.000,F,C,315,0,0,Rua Intendente Rui 1504,Feira de Santana,Bahia,BR,44025-020,BA,"-12,141066","-38,977897",2,18,167,7,2,372.00
1316,1,316,Ana Oliveira,120,24,4,I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1961-09-08 00:00:00.000,F,V,316,0,0,Rua Barbosa Laje 750,Viamão,Rio Grande do Sul,BR,94435-730,RS,"-30,21225","-50,890389",2,18,167,7,2,444.00
1317,1,317,Carla Castro,130,26,"4,33",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1975-06-01 00:00:00.000,F,S,317,0,0,Praça Izaltino Sampaio Góis 1029,Jaú,São Paulo,BR,17211-193,SP,"-22,178654","-48,465339",2,18,167,7,2,481.00
1318,1,318,Gabriela Fernandes,60,12,2,I,2010-05-05 00:00:00.000,2011-05-13 00:00:00.000,2,2013-05-04 00:00:00.000,1976-11-12 00:00:00.000,F,C,318,0,0,Rua A 1836,Fortaleza,Ceará,BR,60347-480,CE,"-3,687281","-38,470765",2,18,21,7,2,200.00
1319,1,319,Gabriela Cardoso,60,12,2,I,2010-05-05 00:00:00.000,2011-03-05 00:00:00.000,2,2011-03-05 00:00:00.000,1978-01-17 00:00:00.000,F,S,319,0,0,Rua Ângelo Romão 473,São Paulo,São Paulo,BR,03379-060,SP,"-23,551566","-46,673369",2,18,21,7,2,170.00
1320,1,320,Clara Pinto,220,44,"7,33",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1980-02-21 00:00:00.000,F,C,320,0,0,Rua das Violetas 612,Valinhos,São Paulo,BR,13273-044,SP,"-22,989834","-47,044478",2,18,167,7,2,803.00
1321,1,321,Júlia Lima,110,22,"3,66",I,2010-05-05 00:00:00.000,2011-03-05 00:00:00.000,2,2012-05-04 00:00:00.000,1967-03-07 00:00:00.000,F,C,321,0,0,Rua Irmão Miguel Dário 904,Caxias do Sul,Rio Grande do Sul,BR,95050-230,RS,"-29,010773","-51,019027",2,18,21,7,2,311.00
1322,1,322,Sofia Carvalho,210,42,7,I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1959-12-19 00:00:00.000,F,C,322,0,0,Rua Manhumirim 1082,Belo Horizonte,Minas Gerais,BR,30410-315,MG,"-19,814296","-43,93292",2,18,405,7,2,1013.00
1323,1,323,Carla Ribeiro,210,42,7,I,2010-05-05 00:00:00.000,2011-01-02 00:00:00.000,2,2012-05-04 00:00:00.000,1963-12-19 00:00:00.000,F,S,323,0,0,Rua Leonel Schirmer 1023,Santa Maria,Rio Grande do Sul,BR,97090-390,RS,"-29,862262","-53,730172",2,19,405,7,2,595.64
1324,1,324,Sophia Silva,200,40,"6,66",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1966-02-24 00:00:00.000,F,S,324,0,0,Rua Cajueiro 1929,Divinópolis,Minas Gerais,BR,35501-592,MG,"-20,06352","-44,918001",2,18,167,7,2,740.00
1325,1,325,Leila Castro,220,44,"7,33",I,2010-05-05 00:00:00.000,2011-06-20 00:00:00.000,4,2011-06-20 00:00:00.000,1950-04-02 00:00:00.000,F,C,325,0,0,Rua Carmina Correia 1300,São Luís,Maranhão,BR,65080-070,MA,"-2,618956","-44,261556",2,18,21,7,2,621.00
1326,1,326,Vitória Santos,200,40,"6,66",I,2010-05-05 00:00:00.000,2011-10-04 00:00:00.000,4,2011-10-04 00:00:00.000,1983-04-09 00:00:00.000,F,S,326,0,0,Rua Lígia Moreira de Salles Gomes 943,São Paulo,São Paulo,BR,08060-240,SP,"-23,552899","-46,693265",2,18,21,7,2,573.00
1327,1,327,Raissa Almeida,220,44,"7,33",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1964-09-05 00:00:00.000,F,C,327,0,0,Rua Zircônio 341,Guarapari,Espírito Santo,BR,29221-290,ES,"-20,673569","-40,608845",2,18,167,7,2,803.00
1328,1,328,Bianca Ribeiro,200,40,"6,66",I,2010-05-05 00:00:00.000,2012-12-21 00:00:00.000,4,2012-12-21 00:00:00.000,1952-01-09 00:00:00.000,F,C,0,0,0,Vila Miguel Krauss 353,Petrópolis,Rio de Janeiro,BR,25640-035,RJ,"-22,42307","-43,242847",2,18,21,7,2,659.00
1329,1,329,Isabelle Melo,200,40,"6,66",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1963-01-21 00:00:00.000,F,C,329,0,0,Rua Pedro Ivo Davot 401,São Leopoldo,Rio Grande do Sul,BR,93025-780,RS,"-29,837526","-51,052258",2,18,167,7,2,740.00
1332,1,332,Laura Azevedo,200,40,"6,66",I,2010-05-05 00:00:00.000,2010-09-12 00:00:00.000,4,2012-05-04 00:00:00.000,1976-01-12 00:00:00.000,F,C,332,0,0,Avenida Belém 90,Suzano,São Paulo,BR,08625-230,SP,"-23,518064","-46,234493",2,19,21,7,2,498.00
1333,1,333,Carolina Cardoso,110,22,"3,66",I,2010-05-05 00:00:00.000,2010-11-06 00:00:00.000,2,2012-05-04 00:00:00.000,1977-12-09 00:00:00.000,F,S,333,0,0,Rua Rubi Vermelho 761,Olinda,Pernambuco,BR,53260-580,PE,"-7,965984","-34,918933",2,18,21,7,2,270.00
1334,1,334,Vitor Cardoso,200,40,"6,66",I,2010-05-05 00:00:00.000,2011-07-01 00:00:00.000,2,2011-07-01 00:00:00.000,1991-12-11 00:00:00.000,M,S,334,0,0,Rua Alexandre de Gusmão 975,Taboão da Serra,São Paulo,BR,06765-250,SP,"-23,634993","-46,784773",2,19,167,7,2,573.00
1335,1,335,Eduarda Araujo,10,2,"0,33",I,2010-05-05 00:00:00.000,2011-07-02 00:00:00.000,2,2011-07-02 00:00:00.000,1958-05-08 00:00:00.000,F,S,335,0,0,Rua Francisco Mariano de Deus 888,Várzea Grande,Mato Grosso,BR,78130-630,MT,"-15,631528","-56,21068",2,18,21,7,2,80.00
1336,1,336,Vitoria Sousa,10,2,"0,33",I,2010-05-05 00:00:00.000,2012-02-20 00:00:00.000,2,2012-02-20 00:00:00.000,1975-01-07 00:00:00.000,F,C,336,0,0,Rua Pedro Posse 1471,São José do Rio Preto,São Paulo,BR,15046-655,SP,"-20,686739","-49,421028",2,18,21,7,2,95.00
1337,1,337,Guilherme Goncalves,200,40,"6,66",I,2010-06-03 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1960-05-10 00:00:00.000,M,C,337,0,0,Rua Quatorze 203,Contagem,Minas Gerais,BR,32143-550,MG,"-19,866699","-44,115387",2,18,167,7,2,740.00
1338,1,338,Laura Martins,200,40,"6,66",I,2010-06-03 00:00:00.000,2015-05-11 00:00:00.000,2,2015-05-11 00:00:00.000,1973-04-05 00:00:00.000,F,C,338,0,0,Rua Brasílio Franca 899,Curitiba,Paraná,BR,82950-040,PR,"-25,488539","-49,385654",2,19,167,7,6,874.66
1339,1,339,Murilo Barros,120,24,4,I,2010-06-03 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1984-11-22 00:00:00.000,M,S,339,0,0,Rua João Zacarias de Miranda 1179,Belo Horizonte,Minas Gerais,BR,31550-010,MG,"-19,909463","-43,862606",2,18,802,8,2,502.80
1340,1,340,Luana Barros,150,30,5,I,2010-06-03 00:00:00.000,2013-08-11 00:00:00.000,2,2013-08-11 00:00:00.000,1975-09-09 00:00:00.000,F,C,340,0,0,Avenida Dezenove de Março 1380,Ituiutaba,Minas Gerais,BR,38307-030,MG,"-19,10981","-49,605126",2,18,13,7,2,740.00
1341,1,341,Fernanda Goncalves,150,30,5,I,2010-06-03 00:00:00.000,2014-03-12 00:00:00.000,2,2014-03-12 00:00:00.000,1981-04-21 00:00:00.000,F,C,341,0,0,Rua Avelino Silveira 1301,São Paulo,São Paulo,BR,02881-110,SP,"-23,656742","-46,568642",2,18,13,7,6,790.73
1342,1,342,Nicolas Oliveira,200,40,"6,66",I,2010-06-03 00:00:00.000,2012-01-17 00:00:00.000,8,2011-06-02 00:00:00.000,1985-06-08 00:00:00.000,M,S,342,0,0,Rua Santana Piccini 1237,Santa Maria,Rio Grande do Sul,BR,97105-360,RS,"-29,760078","-53,838743",2,18,167,7,2,659.00
1343,1,343,Bruna Ferreira,10,2,"0,33",A,2010-05-05 00:00:00.000,NULL,0,2012-05-04 00:00:00.000,1978-04-19 00:00:00.000,F,O,343,0,0,Rua Dois 501,Itatiba,São Paulo,BR,13252-462,SP,"-22,950764","-46,865528",2,1000,167,7,1000000,65.77
1344,1,344,Raissa Gomes,40,8,"1,33",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1959-09-18 00:00:00.000,F,C,344,0,0,Rua Paschoal Palazzo 961,Cruzeiro,São Paulo,BR,12712-500,SP,"-22,53642","-44,998794",2,18,167,7,2,148.00
1345,1,345,Matilde Melo,200,40,"6,66",I,2010-06-03 00:00:00.000,2020-10-19 00:00:00.000,8,2011-06-02 00:00:00.000,1961-05-16 00:00:00.000,F,C,345,0,0,Rua Pedro das Neves 1936,São Paulo,São Paulo,BR,03962-060,SP,"-23,638884","-46,600503",2,1001,167,7,1001000,1154.55
1346,1,346,Beatrice Costa,150,30,5,I,2010-06-03 00:00:00.000,2012-07-01 00:00:00.000,2,2012-07-01 00:00:00.000,1988-08-28 00:00:00.000,F,S,346,0,0,Rua Sabiá 118,Itabira,Minas Gerais,BR,35904-024,MG,"-19,6449","-43,282774",2,18,13,8,2,658.00
1347,1,347,Vitoria Oliveira,150,30,5,I,2010-06-03 00:00:00.000,2012-03-01 00:00:00.000,4,2012-03-01 00:00:00.000,1981-04-25 00:00:00.000,F,S,347,0,0,Rua Araruna 1889,Guarapuava,Paraná,BR,85067-450,PR,"-25,404137","-51,364894",2,18,13,7,2,658.00
1348,1,348,Igor Cavalcanti,120,24,4,I,2010-06-03 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1964-09-17 00:00:00.000,M,C,348,0,0,Rua Fermino Marques de Brito 1766,Araçatuba,São Paulo,BR,16058-630,SP,"-21,179716","-50,487377",2,18,802,7,2,502.80
1349,1,349,Renan Cardoso,200,40,"6,66",I,2010-06-03 00:00:00.000,2011-08-21 00:00:00.000,2,2011-08-21 00:00:00.000,1986-05-15 00:00:00.000,M,S,349,0,0,Rua Maria Cruz Pera 1499,Avaré,São Paulo,BR,18708-846,SP,"-22,96472","-48,959157",2,18,133,7,2,684.00
1350,1,350,Vitor Lima,200,40,"6,66",I,2010-06-03 00:00:00.000,2011-07-15 00:00:00.000,2,2011-07-15 00:00:00.000,1986-04-10 00:00:00.000,M,S,350,0,0,Rua Esmeralda-de-cauda-azul 1533,Arapongas,Paraná,BR,86709-630,PR,"-23,52775","-51,45875",2,18,133,7,2,610.00
1351,1,351,Emilly Alves,200,40,"6,66",I,2010-05-05 00:00:00.000,2012-06-08 00:00:00.000,2,2012-06-08 00:00:00.000,1981-01-04 00:00:00.000,F,C,351,0,0,Rua do Bosque 393,Nova Iguaçu,Rio de Janeiro,BR,26035-360,RJ,"-22,69265","-43,510959",2,21,195,7,2,680.00
1353,1,353,Melissa Almeida,200,40,"6,66",I,2010-05-07 00:00:00.000,2012-06-08 00:00:00.000,2,2012-06-08 00:00:00.000,1988-11-09 00:00:00.000,F,C,353,0,0,Praça Desembargador Vieira de Sousa 1126,São Luís,Maranhão,BR,65050-640,MA,"-2,746037","-44,257182",2,21,911,9,2,1265.00
1354,1,354,Beatriz Ribeiro,220,44,"7,33",I,2010-05-12 00:00:00.000,2010-09-04 00:00:00.000,4,2010-09-04 00:00:00.000,1976-06-03 00:00:00.000,F,C,354,0,0,Rua Engenheiro Alexandre Maia 295,Salvador,Bahia,BR,40150-190,BA,"-12,782003","-38,544177",2,6,167,7,2,540.00
1355,1,355,Laura Gomes,200,40,"6,66",I,2010-05-08 00:00:00.000,2014-06-13 00:00:00.000,2,2014-06-13 00:00:00.000,1976-06-09 00:00:00.000,F,C,355,0,0,Rua João Roveri Sobrinho 1236,Londrina,Paraná,BR,86079-580,PR,"-23,636503","-51,079243",2,6,167,7,6,791.80
1356,1,356,Rodrigo Silva,200,40,"6,66",I,2010-05-20 00:00:00.000,2010-05-29 00:00:00.000,22,2010-05-29 00:00:00.000,1967-07-31 00:00:00.000,M,C,356,0,0,Rua Henrique Fasolo 268,Santo Ângelo,Rio Grande do Sul,BR,98807-125,RS,"-28,198914","-54,388793",2,3,133,7,2,560.00
1357,1,357,Vinicius Cunha,200,40,"6,66",I,2010-05-26 00:00:00.000,2013-01-06 00:00:00.000,2,2013-01-06 00:00:00.000,1975-07-24 00:00:00.000,M,S,357,0,0,Rua Crispim Martins Fagundes 926,Itaúna,Minas Gerais,BR,35680-179,MG,"-20,032314","-44,567801",2,12,167,7,2,659.00
1358,1,358,Vitór Gomes,200,40,"6,66",I,2010-05-05 00:00:00.000,2010-09-25 00:00:00.000,2,2011-09-25 00:00:00.000,1962-12-20 00:00:00.000,M,S,391,0,0,Rua Paulo Timóteo do Nascimento 519,Belo Horizonte,Minas Gerais,BR,31150-570,MG,"-19,996296","-43,917668",2,13,22,7,2,581.00
1359,1,359,Luiza Silva,220,44,"7,33",I,2010-05-26 00:00:00.000,2011-04-16 00:00:00.000,2,2012-05-25 00:00:00.000,1973-06-07 00:00:00.000,F,S,359,0,0,Rua Olavo de Andrade 4,Fortaleza,Ceará,BR,60310-680,CE,"-3,793698","-38,564708",2,6,167,7,2,621.00
1360,1,360,Luis Barros,200,40,"6,66",I,2010-06-03 00:00:00.000,2010-07-02 00:00:00.000,12,2010-07-02 00:00:00.000,1990-07-15 00:00:00.000,M,S,360,0,0,Rua José Gomes Ribeiro 1608,Ipatinga,Minas Gerais,BR,35162-451,MG,"-19,419381","-42,556683",4,18,133,7,2,546.00
1361,1,361,Ágatha Sousa,200,40,"6,66",I,2010-06-03 00:00:00.000,2011-08-14 00:00:00.000,2,2011-08-14 00:00:00.000,1980-01-22 00:00:00.000,F,C,361,0,0,Avenida Hugo Bustilho Cucinaque 414,Guarapari,Espírito Santo,BR,29216-520,ES,"-20,63999","-40,593918",2,18,96,7,2,659.10
1362,1,362,Tomás Souza,220,44,"7,33",I,2010-06-03 00:00:00.000,2011-07-04 00:00:00.000,2,2011-07-04 00:00:00.000,1983-09-11 00:00:00.000,M,S,362,0,0,Rua Solimões 943,Amparo,São Paulo,BR,13902-400,SP,"-22,69066","-46,708105",2,18,222,7,2,890.00
1363,1,363,Manuela Cardoso,200,40,"6,66",I,2010-06-03 00:00:00.000,2013-12-30 00:00:00.000,2,2013-12-30 00:00:00.000,1989-02-05 00:00:00.000,F,O,363,0,0,Rua Constância Feijó de Fraga 1747,Viamão,Rio Grande do Sul,BR,94510-010,RS,"-30,213124","-50,84779",2,19,96,7,2,865.00
1364,1,364,Antônio Almeida,220,44,"7,33",I,2010-06-03 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1961-12-09 00:00:00.000,M,C,364,0,0,Quadra QR 523 Conjunto 03 1581,Samambaia,Distrito Federal,BR,72317-103,DF,"-23,15925","-47,406173",2,18,222,7,2,1131.00
1365,1,365,Pedro Almeida,200,40,"6,66",I,2010-06-03 00:00:00.000,2011-03-07 00:00:00.000,2,2012-06-02 00:00:00.000,1987-05-18 00:00:00.000,M,C,365,0,0,Rua Eta 1510,Fortaleza,Ceará,BR,60349-320,CE,"-3,680362","-38,579383",2,18,222,7,2,810.00
1366,1,366,Nicolas Pinto,220,44,"7,33",I,2010-06-03 00:00:00.000,2012-02-23 00:00:00.000,2,2013-02-23 00:00:00.000,1981-05-18 00:00:00.000,M,O,366,0,0,Rua João Perpétuo 1486,São Paulo,São Paulo,BR,02038-005,SP,"-23,565244","-46,674369",2,18,222,7,2,1006.00
1367,1,367,José Araujo,200,40,"6,66",I,2010-06-03 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1957-11-13 00:00:00.000,M,C,367,0,0,Rua Santo Lessi 11,Jaboticabal,São Paulo,BR,14871-135,SP,"-21,102275","-48,306642",2,18,222,7,2,1043.00
1368,1,368,Murilo Martins,220,44,"7,33",I,2010-06-03 00:00:00.000,2011-03-03 00:00:00.000,4,2012-06-02 00:00:00.000,1964-12-20 00:00:00.000,M,C,368,0,0,Quadra AV 201 Norte Rua LO 6 B 967,Palmas,Tocantins,BR,77001-140,TO,"-10,112469","-47,981476",2,18,222,7,2,890.00
1369,1,369,Felipe Correia,150,30,5,I,2010-06-03 00:00:00.000,2010-06-27 00:00:00.000,11,2010-06-27 00:00:00.000,1992-02-15 00:00:00.000,M,S,369,0,0,Rua Roque Moreira Consenza 830,Curitiba,Paraná,BR,82920-450,PR,"-25,562445","-49,354271",2,18,222,7,2,563.18
1370,1,370,Beatriz Ferreira,220,44,"7,33",I,2010-06-03 00:00:00.000,2010-12-08 00:00:00.000,2,2011-12-08 00:00:00.000,1973-01-20 00:00:00.000,F,C,370,0,0,Rua Tomisaburo Urano 165,Suzano,São Paulo,BR,08676-230,SP,"-23,540024","-46,249701",2,6,167,7,2,540.00
1371,1,371,Tiago Castro,220,44,"7,33",I,2010-06-03 00:00:00.000,2010-07-02 00:00:00.000,12,2010-07-02 00:00:00.000,1969-08-24 00:00:00.000,M,C,371,0,0,Quadra Cinqüenta e Quatro 1332,São Luís,Maranhão,BR,65044-320,MA,"-2,704427","-44,226747",2,18,133,7,2,1266.00
1372,1,372,Diego Souza,200,40,"6,66",I,2010-06-03 00:00:00.000,2011-06-05 00:00:00.000,4,2013-06-02 00:00:00.000,1992-12-06 00:00:00.000,M,S,372,0,0,Rua Pauxi 1712,Arapongas,Paraná,BR,86706-185,PR,"-23,47012","-51,520842",2,18,167,7,2,573.00
1373,1,373,Aline Araujo,200,40,"6,66",I,2010-06-03 00:00:00.000,2010-09-25 00:00:00.000,2,2011-09-25 00:00:00.000,1990-10-22 00:00:00.000,F,S,373,0,0,Rua Capitão Mário Pio Pereira 727,Campo Grande,Mato Grosso do Sul,BR,79093-555,MS,"-20,983653","-54,207993",2,13,167,7,2,498.00
1374,1,374,Vinicius Silva,200,40,"6,66",I,2010-06-03 00:00:00.000,2010-09-25 00:00:00.000,2,2011-09-25 00:00:00.000,1948-02-19 00:00:00.000,M,C,374,0,0,Rua Maringá 89,Poços de Caldas,Minas Gerais,BR,37701-114,MG,"-21,770642","-46,46882",2,13,167,7,2,498.00
1375,1,375,Luiza Gomes,220,44,"7,33",I,2010-06-12 00:00:00.000,2010-12-18 00:00:00.000,2,2010-12-18 00:00:00.000,1965-09-26 00:00:00.000,F,S,375,0,0,Rua Fermino Pedro Vanzim 1701,Chapecó,Santa Catarina,BR,89812-180,SC,"-27,06308","-52,69411",2,18,21,7,2,540.00
1376,1,376,Enzo Lima,150,30,5,I,2010-06-30 00:00:00.000,2011-07-31 00:00:00.000,2,2011-07-31 00:00:00.000,1984-12-24 00:00:00.000,M,C,376,0,0,Rua Santa Luzia 512,Rio de Janeiro,Rio de Janeiro,BR,21044-200,RJ,"-22,961866","-43,405205",2,18,222,7,2,607.00
1377,1,377,Kauê Gomes,220,44,"7,33",I,2010-07-03 00:00:00.000,2012-08-02 00:00:00.000,2,2012-08-02 00:00:00.000,1955-12-04 00:00:00.000,M,D,377,0,0,Rua José da Silva Bezerra 612,João Pessoa,Paraíba,BR,58057-313,PB,"-7,091869","-34,901764",2,18,146,7,2,1150.60
1378,1,378,Fernanda Rocha,200,40,"6,66",I,2010-06-16 00:00:00.000,2010-09-25 00:00:00.000,2,2011-09-25 00:00:00.000,1990-04-19 00:00:00.000,F,S,378,0,0,Conjunto SMDB Conjunto 12-F 899,Lago Sul,Distrito Federal,BR,71680-126,DF,"-15,891449","-47,848527",2,13,705,7,2,640.00
1379,1,379,Aline Azevedo,200,40,"6,66",I,2010-07-03 00:00:00.000,2012-06-09 00:00:00.000,2,2012-06-09 00:00:00.000,1973-12-03 00:00:00.000,F,C,379,0,0,Quadra Quadra 03 Conjunto B 1763,Núcleo Bandeirante,Distrito Federal,BR,71736-302,DF,"-15,797072","-48,040738",2,8,195,7,2,680.00
1380,1,380,Samuel Lima,200,40,"6,66",I,2010-07-03 00:00:00.000,2010-08-01 00:00:00.000,12,2010-08-01 00:00:00.000,1989-07-05 00:00:00.000,M,S,380,0,0,Rua Roberto Souza 1391,Porto Velho,Rondônia,BR,78905-710,RO,"-9,174296","-64,224168",2,18,133,7,2,546.00
1381,1,381,Kai Castro,220,44,"7,33",I,2010-07-14 00:00:00.000,2013-08-30 00:00:00.000,2,2013-08-30 00:00:00.000,1983-11-27 00:00:00.000,M,S,0,0,0,Travessa Carmelita 1877,Salvador,Bahia,BR,40223-030,BA,"-12,881957","-38,394336",2,1,171,9,1,1261.00
1382,1,382,Gabrielle Rocha,220,44,"7,33",I,2010-07-22 00:00:00.000,2010-09-19 00:00:00.000,12,2010-09-19 00:00:00.000,1991-11-30 00:00:00.000,F,S,0,0,0,Praça Carmine Aragone 1590,Osasco,São Paulo,BR,06023-200,SP,"-23,548909","-46,844513",2,1,660,8,1,540.00
1383,1,383,Rafael Cardoso,220,44,"7,33",I,2010-07-27 00:00:00.000,2013-01-09 00:00:00.000,2,2013-01-09 00:00:00.000,1969-01-20 00:00:00.000,M,C,0,0,0,Rua P-026 533,Anápolis,Goiás,BR,75063-450,GO,"-16,207312","-48,961157",2,12,222,7,2,1006.00
1384,1,384,Guilherme Ferreira,200,40,"6,66",I,2010-07-28 00:00:00.000,2013-08-30 00:00:00.000,2,2013-08-30 00:00:00.000,1967-07-31 00:00:00.000,M,C,0,0,0,Rua do Salmão 606,Santana de Parnaíba,São Paulo,BR,06535-215,SP,"-23,46629","-46,962549",2,3,167,7,2,740.00
1386,1,386,Antônio Cunha,200,40,"6,66",I,2010-08-04 00:00:00.000,2011-10-24 00:00:00.000,2,2011-10-24 00:00:00.000,1988-02-17 00:00:00.000,M,S,386,0,0,Rua Cinco 745,Dourados,Mato Grosso do Sul,BR,79843-140,MS,"-22,161139","-54,855771",2,18,133,7,2,684.00
1387,1,387,Paulo Azevedo,220,44,"7,33",I,2010-08-04 00:00:00.000,2011-07-15 00:00:00.000,2,2011-07-15 00:00:00.000,1950-09-10 00:00:00.000,M,C,387,0,0,Vila Santo Antônio 699,Fortaleza,Ceará,BR,60020-020,CE,"-3,703756","-38,50473",2,22,997,7,2,632.00
1388,1,388,Nicolash Azevedo,220,44,"7,33",I,2010-08-04 00:00:00.000,2014-02-15 00:00:00.000,2,2014-02-15 00:00:00.000,1958-04-10 00:00:00.000,M,C,388,0,0,Rua Pery Guarany Blackman 1299,Itu,São Paulo,BR,13309-580,SP,"-23,20583","-47,23257",2,22,997,3,6,818.00
1389,1,389,Igor Souza,220,44,"7,33",I,2010-08-04 00:00:00.000,2011-01-07 00:00:00.000,2,2012-08-03 00:00:00.000,1980-11-13 00:00:00.000,M,C,389,0,0,Boulevard La Loi 1714,Limeira,São Paulo,BR,13484-247,SP,"-22,596705","-47,339832",2,22,997,3,2,621.00
1390,1,390,Marina Carvalho,100,20,"3,33",I,2010-05-05 00:00:00.000,2013-11-11 00:00:00.000,2,2013-11-11 00:00:00.000,1964-01-19 00:00:00.000,F,C,390,0,0,Rua Coronel José Ferreira Alves 758,Araguari,Minas Gerais,BR,38445-090,MG,"-18,516726","-48,258511",2,20,167,7,2,372.00
1392,1,392,Tiago Correia,220,44,"7,33",I,2010-08-04 00:00:00.000,2014-02-15 00:00:00.000,2,2014-02-15 00:00:00.000,1968-06-07 00:00:00.000,M,S,392,0,0,Alameda Erothildes Penna Medina 628,Vila Velha,Espírito Santo,BR,29101-370,ES,"-20,297851","-40,25704",2,22,997,2,6,818.00
1393,1,393,Enzo Oliveira,220,44,"7,33",I,2010-08-04 00:00:00.000,2012-04-02 00:00:00.000,4,2012-04-02 00:00:00.000,1945-03-26 00:00:00.000,M,C,393,0,0,Rua Itapé 47,Betim,Minas Gerais,BR,32658-830,MG,"-19,938475","-44,193387",2,22,997,2,2,727.00
1394,1,394,Lucas Souza,220,44,"7,33",I,2010-08-04 00:00:00.000,2011-05-27 00:00:00.000,2,2012-08-03 00:00:00.000,1969-01-21 00:00:00.000,M,C,0,0,0,Rua das Araribas 332,São Bernardo do Campo,São Paulo,BR,09840-210,SP,"-23,736508","-46,530719",2,22,997,7,2,632.00
1395,1,395,Julieta Dias,220,44,"7,33",A,2010-08-04 00:00:00.000,NULL,0,2012-08-03 00:00:00.000,1953-10-09 00:00:00.000,F,V,395,0,0,Rua José Gabriel 161,Mauá,São Paulo,BR,09320-780,SP,"-23,736682","-46,350488",2,1001,997,2,1001000,1542.87
